#	TYPE	label	has participant	realizes role	occupies temporal region	concretizes	Standard
ID	TYPE	A rdfs:label	I http://purl.obolibrary.org/obo/BFO_0000057 SPLIT=|	I http://purl.obolibrary.org/obo/BFO_0000055 SPLIT=,	I http://purl.obolibrary.org/obo/BFO_0000199	I http://purl.obolibrary.org/obo/BFO_0000059	I https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000207 SPLIT=,
https://purls.helmholtz-metadaten.de/msekg/174635796512068	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 68	Publisher 68	PublisherRole 68	DocumentPublishingDate 68		
https://purls.helmholtz-metadaten.de/msekg/174635796512069	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 69	Publisher 69	PublisherRole 69	DocumentPublishingDate 69		
https://purls.helmholtz-metadaten.de/msekg/174635796512070	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 70	Publisher 70	PublisherRole 70	DocumentPublishingDate 70		
https://purls.helmholtz-metadaten.de/msekg/174635796512071	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 71	Publisher 71	PublisherRole 71	DocumentPublishingDate 71		
https://purls.helmholtz-metadaten.de/msekg/174635796512072	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 72	Publisher 72	PublisherRole 72	DocumentPublishingDate 72		
https://purls.helmholtz-metadaten.de/msekg/174635796512073	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 73	Publisher 73	PublisherRole 73	DocumentPublishingDate 73		
https://purls.helmholtz-metadaten.de/msekg/174635796512074	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 74	Publisher 74	PublisherRole 74	DocumentPublishingDate 74		
https://purls.helmholtz-metadaten.de/msekg/174635796512075	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 75	Publisher 75	PublisherRole 75	DocumentPublishingDate 75		
https://purls.helmholtz-metadaten.de/msekg/174635796512076	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 76	Publisher 76	PublisherRole 76	DocumentPublishingDate 76		
https://purls.helmholtz-metadaten.de/msekg/174635796512077	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 77	Publisher 77	PublisherRole 77	DocumentPublishingDate 77		
https://purls.helmholtz-metadaten.de/msekg/174635796512078	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 78	Publisher 78	PublisherRole 78	DocumentPublishingDate 78		
https://purls.helmholtz-metadaten.de/msekg/174635796512079	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 79	Publisher 79	PublisherRole 79	DocumentPublishingDate 79		
https://purls.helmholtz-metadaten.de/msekg/174635796512080	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 80	Publisher 80	PublisherRole 80	DocumentPublishingDate 80		
https://purls.helmholtz-metadaten.de/msekg/174635796512081	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 81	Publisher 81	PublisherRole 81	DocumentPublishingDate 81		
https://purls.helmholtz-metadaten.de/msekg/174635796512082	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 82	Publisher 82	PublisherRole 82	DocumentPublishingDate 82		
https://purls.helmholtz-metadaten.de/msekg/174635796512083	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 83	Publisher 83	PublisherRole 83	DocumentPublishingDate 83		
https://purls.helmholtz-metadaten.de/msekg/174635796512084	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 84	Publisher 84	PublisherRole 84	DocumentPublishingDate 84		
https://purls.helmholtz-metadaten.de/msekg/174635796512085	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 85	Publisher 85	PublisherRole 85	DocumentPublishingDate 85		
https://purls.helmholtz-metadaten.de/msekg/174635796512086	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 86	Publisher 86	PublisherRole 86	DocumentPublishingDate 86		
https://purls.helmholtz-metadaten.de/msekg/174635796512087	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 87	Publisher 87	PublisherRole 87	DocumentPublishingDate 87		
https://purls.helmholtz-metadaten.de/msekg/174635796512088	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 88	Publisher 88	PublisherRole 88	DocumentPublishingDate 88		
https://purls.helmholtz-metadaten.de/msekg/174635796512089	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 89	Publisher 89	PublisherRole 89	DocumentPublishingDate 89		
https://purls.helmholtz-metadaten.de/msekg/174635796512090	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 90	Publisher 90	PublisherRole 90	DocumentPublishingDate 90		
https://purls.helmholtz-metadaten.de/msekg/174635796512091	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 91	Publisher 91	PublisherRole 91	DocumentPublishingDate 91		
https://purls.helmholtz-metadaten.de/msekg/174635796512092	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 92	Publisher 92	PublisherRole 92	DocumentPublishingDate 92		
https://purls.helmholtz-metadaten.de/msekg/174635796512093	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 93	Publisher 93	PublisherRole 93	DocumentPublishingDate 93		
https://purls.helmholtz-metadaten.de/msekg/174635796512094	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 94	Publisher 94	PublisherRole 94	DocumentPublishingDate 94		
https://purls.helmholtz-metadaten.de/msekg/174635796512095	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 95	Publisher 95	PublisherRole 95	DocumentPublishingDate 95		
https://purls.helmholtz-metadaten.de/msekg/174635796512096	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 96	Publisher 96	PublisherRole 96	DocumentPublishingDate 96		
https://purls.helmholtz-metadaten.de/msekg/174635796512097	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 97	Publisher 97	PublisherRole 97	DocumentPublishingDate 97		
https://purls.helmholtz-metadaten.de/msekg/174635796512098	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 98	Publisher 98	PublisherRole 98	DocumentPublishingDate 98		
https://purls.helmholtz-metadaten.de/msekg/174635796512099	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 99	Publisher 99	PublisherRole 99	DocumentPublishingDate 99		
https://purls.helmholtz-metadaten.de/msekg/1746357965120100	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 100	Publisher 100	PublisherRole 100	DocumentPublishingDate 100		
https://purls.helmholtz-metadaten.de/msekg/1746357965120101	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 101	Publisher 101	PublisherRole 101	DocumentPublishingDate 101		
https://purls.helmholtz-metadaten.de/msekg/1746357965120102	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 102	Publisher 102	PublisherRole 102	DocumentPublishingDate 102		
https://purls.helmholtz-metadaten.de/msekg/1746357965120103	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 103	Publisher 103	PublisherRole 103	DocumentPublishingDate 103		
https://purls.helmholtz-metadaten.de/msekg/1746357965120104	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 104	Publisher 104	PublisherRole 104	DocumentPublishingDate 104		
https://purls.helmholtz-metadaten.de/msekg/1746357965120105	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 105	Publisher 105	PublisherRole 105	DocumentPublishingDate 105		
https://purls.helmholtz-metadaten.de/msekg/1746357965120106	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 106	Publisher 106	PublisherRole 106	DocumentPublishingDate 106		
https://purls.helmholtz-metadaten.de/msekg/1746357965120107	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 107	Publisher 107	PublisherRole 107	DocumentPublishingDate 107		
https://purls.helmholtz-metadaten.de/msekg/1746357965120108	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 108	Publisher 108	PublisherRole 108	DocumentPublishingDate 108		
https://purls.helmholtz-metadaten.de/msekg/1746357965120109	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 109	Publisher 109	PublisherRole 109	DocumentPublishingDate 109		
https://purls.helmholtz-metadaten.de/msekg/1746357965120110	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 110	Publisher 110	PublisherRole 110	DocumentPublishingDate 110		
https://purls.helmholtz-metadaten.de/msekg/1746357965120111	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 111	Publisher 111	PublisherRole 111	DocumentPublishingDate 111		
https://purls.helmholtz-metadaten.de/msekg/1746357965120112	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 112	Publisher 112	PublisherRole 112	DocumentPublishingDate 112		
https://purls.helmholtz-metadaten.de/msekg/1746357965120113	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 113	Publisher 113	PublisherRole 113	DocumentPublishingDate 113		
https://purls.helmholtz-metadaten.de/msekg/1746357965120114	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 114	Publisher 114	PublisherRole 114	DocumentPublishingDate 114		
https://purls.helmholtz-metadaten.de/msekg/1746357965120115	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 115	Publisher 115	PublisherRole 115	DocumentPublishingDate 115		
https://purls.helmholtz-metadaten.de/msekg/1746357965120116	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 116	Publisher 116	PublisherRole 116	DocumentPublishingDate 116		
https://purls.helmholtz-metadaten.de/msekg/1746357965120117	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 117	Publisher 117	PublisherRole 117	DocumentPublishingDate 117		
https://purls.helmholtz-metadaten.de/msekg/1746357965120118	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 118	Publisher 118	PublisherRole 118	DocumentPublishingDate 118		
https://purls.helmholtz-metadaten.de/msekg/1746357965120119	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 119	Publisher 119	PublisherRole 119	DocumentPublishingDate 119		
https://purls.helmholtz-metadaten.de/msekg/1746357965120120	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 120	Publisher 120	PublisherRole 120	DocumentPublishingDate 120		
https://purls.helmholtz-metadaten.de/msekg/1746357965120121	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 121	Publisher 121	PublisherRole 121	DocumentPublishingDate 121		
https://purls.helmholtz-metadaten.de/msekg/1746357965120122	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 122	Publisher 122	PublisherRole 122	DocumentPublishingDate 122		
https://purls.helmholtz-metadaten.de/msekg/1746357965120123	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 123	Publisher 123	PublisherRole 123	DocumentPublishingDate 123		
https://purls.helmholtz-metadaten.de/msekg/1746357965120124	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 124	Publisher 124	PublisherRole 124	DocumentPublishingDate 124		
https://purls.helmholtz-metadaten.de/msekg/1746357965120125	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 125	Publisher 125	PublisherRole 125	DocumentPublishingDate 125		
https://purls.helmholtz-metadaten.de/msekg/1746357965120126	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 126	Publisher 126	PublisherRole 126	DocumentPublishingDate 126		
https://purls.helmholtz-metadaten.de/msekg/1746357965120127	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 127	Publisher 127	PublisherRole 127	DocumentPublishingDate 127		
https://purls.helmholtz-metadaten.de/msekg/1746357965120128	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 128	Publisher 128	PublisherRole 128	DocumentPublishingDate 128		
https://purls.helmholtz-metadaten.de/msekg/1746357965120129	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 129	Publisher 129	PublisherRole 129	DocumentPublishingDate 129		
https://purls.helmholtz-metadaten.de/msekg/1746357965120130	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 130	Publisher 130	PublisherRole 130	DocumentPublishingDate 130		
https://purls.helmholtz-metadaten.de/msekg/1746357965120131	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 131	Publisher 131	PublisherRole 131	DocumentPublishingDate 131		
https://purls.helmholtz-metadaten.de/msekg/1746357965120132	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 132	Publisher 132	PublisherRole 132	DocumentPublishingDate 132		
https://purls.helmholtz-metadaten.de/msekg/1746357965120133	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 133	Publisher 133	PublisherRole 133	DocumentPublishingDate 133		
https://purls.helmholtz-metadaten.de/msekg/1746357965120134	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 134	Publisher 134	PublisherRole 134	DocumentPublishingDate 134		
https://purls.helmholtz-metadaten.de/msekg/1746357965120135	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 135	Publisher 135	PublisherRole 135	DocumentPublishingDate 135		
https://purls.helmholtz-metadaten.de/msekg/1746357965120136	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 136	Publisher 136	PublisherRole 136	DocumentPublishingDate 136		
https://purls.helmholtz-metadaten.de/msekg/1746357965120137	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 137	Publisher 137	PublisherRole 137	DocumentPublishingDate 137		
https://purls.helmholtz-metadaten.de/msekg/1746357965120138	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 138	Publisher 138	PublisherRole 138	DocumentPublishingDate 138		
https://purls.helmholtz-metadaten.de/msekg/1746357965120139	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 139	Publisher 139	PublisherRole 139	DocumentPublishingDate 139		
https://purls.helmholtz-metadaten.de/msekg/1746357965120140	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 140	Publisher 140	PublisherRole 140	DocumentPublishingDate 140		
https://purls.helmholtz-metadaten.de/msekg/1746357965120141	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 141	Publisher 141	PublisherRole 141	DocumentPublishingDate 141		
https://purls.helmholtz-metadaten.de/msekg/1746357965120142	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 142	Publisher 142	PublisherRole 142	DocumentPublishingDate 142		
https://purls.helmholtz-metadaten.de/msekg/1746357965120143	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 143	Publisher 143	PublisherRole 143	DocumentPublishingDate 143		
https://purls.helmholtz-metadaten.de/msekg/1746357965120144	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 144	Publisher 144	PublisherRole 144	DocumentPublishingDate 144		
https://purls.helmholtz-metadaten.de/msekg/1746357965120145	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 145	Publisher 145	PublisherRole 145	DocumentPublishingDate 145		
https://purls.helmholtz-metadaten.de/msekg/1746357965120146	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 146	Publisher 146	PublisherRole 146	DocumentPublishingDate 146		
https://purls.helmholtz-metadaten.de/msekg/1746357965120147	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 147	Publisher 147	PublisherRole 147	DocumentPublishingDate 147		
https://purls.helmholtz-metadaten.de/msekg/1746357965120148	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 148	Publisher 148	PublisherRole 148	DocumentPublishingDate 148		
https://purls.helmholtz-metadaten.de/msekg/1746357965120149	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 149	Publisher 149	PublisherRole 149	DocumentPublishingDate 149		
https://purls.helmholtz-metadaten.de/msekg/1746357965120150	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 150	Publisher 150	PublisherRole 150	DocumentPublishingDate 150		
https://purls.helmholtz-metadaten.de/msekg/1746357965120151	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 151	Publisher 151	PublisherRole 151	DocumentPublishingDate 151		
https://purls.helmholtz-metadaten.de/msekg/1746357965120152	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 152	Publisher 152	PublisherRole 152	DocumentPublishingDate 152		
https://purls.helmholtz-metadaten.de/msekg/1746357965120153	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 153	Publisher 153	PublisherRole 153	DocumentPublishingDate 153		
https://purls.helmholtz-metadaten.de/msekg/1746357965120154	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 154	Publisher 154	PublisherRole 154	DocumentPublishingDate 154		
https://purls.helmholtz-metadaten.de/msekg/1746357965120155	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 155	Publisher 155	PublisherRole 155	DocumentPublishingDate 155		
https://purls.helmholtz-metadaten.de/msekg/1746357965120156	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 156	Publisher 156	PublisherRole 156	DocumentPublishingDate 156		
https://purls.helmholtz-metadaten.de/msekg/1746357965120157	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 157	Publisher 157	PublisherRole 157	DocumentPublishingDate 157		
https://purls.helmholtz-metadaten.de/msekg/1746357965120158	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 158	Publisher 158	PublisherRole 158	DocumentPublishingDate 158		
https://purls.helmholtz-metadaten.de/msekg/1746357965120159	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 159	Publisher 159	PublisherRole 159	DocumentPublishingDate 159		
https://purls.helmholtz-metadaten.de/msekg/1746357965120160	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 160	Publisher 160	PublisherRole 160	DocumentPublishingDate 160		
https://purls.helmholtz-metadaten.de/msekg/1746357965120161	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 161	Publisher 161	PublisherRole 161	DocumentPublishingDate 161		
https://purls.helmholtz-metadaten.de/msekg/1746357965120162	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 162	Publisher 162	PublisherRole 162	DocumentPublishingDate 162		
https://purls.helmholtz-metadaten.de/msekg/1746357965120163	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 163	Publisher 163	PublisherRole 163	DocumentPublishingDate 163		
https://purls.helmholtz-metadaten.de/msekg/1746357965120164	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 164	Publisher 164	PublisherRole 164	DocumentPublishingDate 164		
https://purls.helmholtz-metadaten.de/msekg/1746357965120165	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 165	Publisher 165	PublisherRole 165	DocumentPublishingDate 165		
https://purls.helmholtz-metadaten.de/msekg/1746357965120166	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 166	Publisher 166	PublisherRole 166	DocumentPublishingDate 166		
https://purls.helmholtz-metadaten.de/msekg/1746357965120167	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 167	Publisher 167	PublisherRole 167	DocumentPublishingDate 167		
https://purls.helmholtz-metadaten.de/msekg/1746357965120168	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 168	Publisher 168	PublisherRole 168	DocumentPublishingDate 168		
https://purls.helmholtz-metadaten.de/msekg/1746357965120169	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 169	Publisher 169	PublisherRole 169	DocumentPublishingDate 169		
https://purls.helmholtz-metadaten.de/msekg/1746357965120170	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 170	Publisher 170	PublisherRole 170	DocumentPublishingDate 170		
https://purls.helmholtz-metadaten.de/msekg/1746357965120171	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 171	Publisher 171	PublisherRole 171	DocumentPublishingDate 171		
https://purls.helmholtz-metadaten.de/msekg/1746357965120172	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 172	Publisher 172	PublisherRole 172	DocumentPublishingDate 172		
https://purls.helmholtz-metadaten.de/msekg/1746357965120173	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 173	Publisher 173	PublisherRole 173	DocumentPublishingDate 173		
https://purls.helmholtz-metadaten.de/msekg/1746357965120174	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 174	Publisher 174	PublisherRole 174	DocumentPublishingDate 174		
https://purls.helmholtz-metadaten.de/msekg/1746357965120175	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 175	Publisher 175	PublisherRole 175	DocumentPublishingDate 175		
https://purls.helmholtz-metadaten.de/msekg/1746357965120176	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 176	Publisher 176	PublisherRole 176	DocumentPublishingDate 176		
https://purls.helmholtz-metadaten.de/msekg/1746357965120177	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 177	Publisher 177	PublisherRole 177	DocumentPublishingDate 177		
https://purls.helmholtz-metadaten.de/msekg/1746357965120178	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 178	Publisher 178	PublisherRole 178	DocumentPublishingDate 178		
https://purls.helmholtz-metadaten.de/msekg/1746357965120179	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 179	Publisher 179	PublisherRole 179	DocumentPublishingDate 179		
https://purls.helmholtz-metadaten.de/msekg/1746357965120180	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 180	Publisher 180	PublisherRole 180	DocumentPublishingDate 180		
https://purls.helmholtz-metadaten.de/msekg/1746357965120181	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 181	Publisher 181	PublisherRole 181	DocumentPublishingDate 181		
https://purls.helmholtz-metadaten.de/msekg/1746357965120182	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 182	Publisher 182	PublisherRole 182	DocumentPublishingDate 182		
https://purls.helmholtz-metadaten.de/msekg/1746357965120183	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 183	Publisher 183	PublisherRole 183	DocumentPublishingDate 183		
https://purls.helmholtz-metadaten.de/msekg/1746357965120184	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 184	Publisher 184	PublisherRole 184	DocumentPublishingDate 184		
https://purls.helmholtz-metadaten.de/msekg/1746357965120185	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 185	Publisher 185	PublisherRole 185	DocumentPublishingDate 185		
https://purls.helmholtz-metadaten.de/msekg/1746357965120186	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 186	Publisher 186	PublisherRole 186	DocumentPublishingDate 186		
https://purls.helmholtz-metadaten.de/msekg/1746357965120187	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 187	Publisher 187	PublisherRole 187	DocumentPublishingDate 187		
https://purls.helmholtz-metadaten.de/msekg/1746357965120188	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 188	Publisher 188	PublisherRole 188	DocumentPublishingDate 188		
https://purls.helmholtz-metadaten.de/msekg/1746357965120189	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 189	Publisher 189	PublisherRole 189	DocumentPublishingDate 189		
https://purls.helmholtz-metadaten.de/msekg/1746357965120190	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 190	Publisher 190	PublisherRole 190	DocumentPublishingDate 190		
https://purls.helmholtz-metadaten.de/msekg/1746357965120191	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 191	Publisher 191	PublisherRole 191	DocumentPublishingDate 191		
https://purls.helmholtz-metadaten.de/msekg/1746357965120192	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 192	Publisher 192	PublisherRole 192	DocumentPublishingDate 192		
https://purls.helmholtz-metadaten.de/msekg/1746357965120193	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 193	Publisher 193	PublisherRole 193	DocumentPublishingDate 193		
https://purls.helmholtz-metadaten.de/msekg/1746357965120194	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 194	Publisher 194	PublisherRole 194	DocumentPublishingDate 194		
https://purls.helmholtz-metadaten.de/msekg/1746357965120195	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 195	Publisher 195	PublisherRole 195	DocumentPublishingDate 195		
https://purls.helmholtz-metadaten.de/msekg/1746357965120196	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 196	Publisher 196	PublisherRole 196	DocumentPublishingDate 196		
https://purls.helmholtz-metadaten.de/msekg/1746357965120197	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 197	Publisher 197	PublisherRole 197	DocumentPublishingDate 197		
https://purls.helmholtz-metadaten.de/msekg/1746357965120198	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 198	Publisher 198	PublisherRole 198	DocumentPublishingDate 198		
https://purls.helmholtz-metadaten.de/msekg/1746357965120199	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 199	Publisher 199	PublisherRole 199	DocumentPublishingDate 199		
https://purls.helmholtz-metadaten.de/msekg/1746357965120200	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 200	Publisher 200	PublisherRole 200	DocumentPublishingDate 200		
https://purls.helmholtz-metadaten.de/msekg/1746357965120201	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 201	Publisher 201	PublisherRole 201	DocumentPublishingDate 201		
https://purls.helmholtz-metadaten.de/msekg/1746357965120202	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 202	Publisher 202	PublisherRole 202	DocumentPublishingDate 202		
https://purls.helmholtz-metadaten.de/msekg/1746357965120203	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000014	publication publishing process 203	Publisher 203	PublisherRole 203	DocumentPublishingDate 203		
