#	TYPE contact point role	label	role email	role website	denoted by written name	inheres in
ID	TYPE	A rdfs:label	I http://purl.obolibrary.org/obo/IAO_0000235	I http://purl.obolibrary.org/obo/IAO_0000235	I http://purl.obolibrary.org/obo/IAO_0000235	I http://purl.obolibrary.org/obo/BFO_0000197 SPLIT=|
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285122	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 122	RoleEmail 438	RoleWebsite 438		Publisher 122
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285123	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 123	RoleEmail 439	RoleWebsite 439		Publisher 123
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285124	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 124	RoleEmail 440	RoleWebsite 440		Publisher 124
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285125	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 125	RoleEmail 441	RoleWebsite 441		Publisher 125
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285126	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 126	RoleEmail 442	RoleWebsite 442		Publisher 126
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285127	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 127	RoleEmail 443	RoleWebsite 443		Publisher 127
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285128	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 128	RoleEmail 444	RoleWebsite 444		Publisher 128
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285129	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 129	RoleEmail 445	RoleWebsite 445		Publisher 129
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285130	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 130	RoleEmail 446	RoleWebsite 446		Publisher 130
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285131	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 131	RoleEmail 447	RoleWebsite 447		Publisher 131
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285132	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 132	RoleEmail 448	RoleWebsite 448		Publisher 132
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285133	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 133	RoleEmail 449	RoleWebsite 449		Publisher 133
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285134	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 134	RoleEmail 450	RoleWebsite 450		Publisher 134
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285135	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 135	RoleEmail 451	RoleWebsite 451		Publisher 135
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285136	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 136	RoleEmail 452	RoleWebsite 452		Publisher 136
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285137	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 137	RoleEmail 453	RoleWebsite 453		Publisher 137
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285138	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 138	RoleEmail 454	RoleWebsite 454		Publisher 138
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285139	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 139	RoleEmail 455	RoleWebsite 455		Publisher 139
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285140	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 140	RoleEmail 456	RoleWebsite 456		Publisher 140
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285141	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 141	RoleEmail 457	RoleWebsite 457		Publisher 141
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285142	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 142	RoleEmail 458	RoleWebsite 458		Publisher 142
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285143	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 143	RoleEmail 459	RoleWebsite 459		Publisher 143
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285144	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 144	RoleEmail 460	RoleWebsite 460		Publisher 144
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285145	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 145	RoleEmail 461	RoleWebsite 461		Publisher 145
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285146	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 146	RoleEmail 462	RoleWebsite 462		Publisher 146
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285147	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 147	RoleEmail 463	RoleWebsite 463		Publisher 147
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285148	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 148	RoleEmail 464	RoleWebsite 464		Publisher 148
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285149	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 149	RoleEmail 465	RoleWebsite 465		Publisher 149
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285150	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 150	RoleEmail 466	RoleWebsite 466		Publisher 150
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285151	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 151	RoleEmail 467	RoleWebsite 467		Publisher 151
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285152	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 152	RoleEmail 468	RoleWebsite 468		Publisher 152
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285153	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 153	RoleEmail 469	RoleWebsite 469		Publisher 153
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285154	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 154	RoleEmail 470	RoleWebsite 470		Publisher 154
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285155	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 155	RoleEmail 471	RoleWebsite 471		Publisher 155
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285156	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 156	RoleEmail 472	RoleWebsite 472		Publisher 156
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285157	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 157	RoleEmail 473	RoleWebsite 473		Publisher 157
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285158	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 158	RoleEmail 474	RoleWebsite 474		Publisher 158
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285159	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 159	RoleEmail 475	RoleWebsite 475		Publisher 159
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285160	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 160	RoleEmail 476	RoleWebsite 476		Publisher 160
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285161	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 161	RoleEmail 477	RoleWebsite 477		Publisher 161
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285162	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 162	RoleEmail 478	RoleWebsite 478		Publisher 162
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285163	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 163	RoleEmail 479	RoleWebsite 479		Publisher 163
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285164	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 164	RoleEmail 480	RoleWebsite 480		Publisher 164
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285165	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 165	RoleEmail 481	RoleWebsite 481		Publisher 165
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285166	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 166	RoleEmail 482	RoleWebsite 482		Publisher 166
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285167	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 167	RoleEmail 483	RoleWebsite 483		Publisher 167
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285168	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 168	RoleEmail 484	RoleWebsite 484		Publisher 168
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285169	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 169	RoleEmail 485	RoleWebsite 485		Publisher 169
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285170	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 170	RoleEmail 486	RoleWebsite 486		Publisher 170
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285171	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 171	RoleEmail 487	RoleWebsite 487		Publisher 171
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285172	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 172	RoleEmail 488	RoleWebsite 488		Publisher 172
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285173	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 173	RoleEmail 489	RoleWebsite 489		Publisher 173
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285174	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 174	RoleEmail 490	RoleWebsite 490		Publisher 174
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285175	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 175	RoleEmail 491	RoleWebsite 491		Publisher 175
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285176	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 176	RoleEmail 492	RoleWebsite 492		Publisher 176
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285177	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 177	RoleEmail 493	RoleWebsite 493		Publisher 177
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285178	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 178	RoleEmail 494	RoleWebsite 494		Publisher 178
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285179	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 179	RoleEmail 495	RoleWebsite 495		Publisher 179
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285180	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 180	RoleEmail 496	RoleWebsite 496		Publisher 180
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285181	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 181	RoleEmail 497	RoleWebsite 497		Publisher 181
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285182	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 182	RoleEmail 498	RoleWebsite 498		Publisher 182
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285183	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 183	RoleEmail 499	RoleWebsite 499		Publisher 183
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285184	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 184	RoleEmail 500	RoleWebsite 500		Publisher 184
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285185	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 185	RoleEmail 501	RoleWebsite 501		Publisher 185
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285186	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 186	RoleEmail 502	RoleWebsite 502		Publisher 186
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285187	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 187	RoleEmail 503	RoleWebsite 503		Publisher 187
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285188	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 188	RoleEmail 504	RoleWebsite 504		Publisher 188
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285189	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 189	RoleEmail 505	RoleWebsite 505		Publisher 189
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285190	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 190	RoleEmail 506	RoleWebsite 506		Publisher 190
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285191	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 191	RoleEmail 507	RoleWebsite 507		Publisher 191
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285192	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 192	RoleEmail 508	RoleWebsite 508		Publisher 192
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285193	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 193	RoleEmail 509	RoleWebsite 509		Publisher 193
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285194	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 194	RoleEmail 510	RoleWebsite 510		Publisher 194
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285195	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 195	RoleEmail 511	RoleWebsite 511		Publisher 195
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285196	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 196	RoleEmail 512	RoleWebsite 512		Publisher 196
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285197	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 197	RoleEmail 513	RoleWebsite 513		Publisher 197
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285198	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 198	RoleEmail 514	RoleWebsite 514		Publisher 198
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285199	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 199	RoleEmail 515	RoleWebsite 515		Publisher 199
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285200	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 200	RoleEmail 516	RoleWebsite 516		Publisher 200
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285201	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 201	RoleEmail 517	RoleWebsite 517		Publisher 201
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285202	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 202	RoleEmail 518	RoleWebsite 518		Publisher 202
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285203	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 203	RoleEmail 519	RoleWebsite 519		Publisher 203
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285204	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 204	RoleEmail 520	RoleWebsite 520		Publisher 204
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285205	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 205	RoleEmail 521	RoleWebsite 521		Publisher 205
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285206	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 206	RoleEmail 522	RoleWebsite 522		Publisher 206
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285207	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 207	RoleEmail 523	RoleWebsite 523		Publisher 207
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285208	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 208	RoleEmail 524	RoleWebsite 524		Publisher 208
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285209	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 209	RoleEmail 525	RoleWebsite 525		Publisher 209
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285210	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 210	RoleEmail 526	RoleWebsite 526		Publisher 210
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285211	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 211	RoleEmail 527	RoleWebsite 527		Publisher 211
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285212	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 212	RoleEmail 528	RoleWebsite 528		Publisher 212
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285213	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 213	RoleEmail 529	RoleWebsite 529		Publisher 213
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285214	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 214	RoleEmail 530	RoleWebsite 530		Publisher 214
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285215	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 215	RoleEmail 531	RoleWebsite 531		Publisher 215
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285216	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 216	RoleEmail 532	RoleWebsite 532		Publisher 216
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285217	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 217	RoleEmail 533	RoleWebsite 533		Publisher 217
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285218	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 218	RoleEmail 534	RoleWebsite 534		Publisher 218
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285219	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 219	RoleEmail 535	RoleWebsite 535		Publisher 219
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285220	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 220	RoleEmail 536	RoleWebsite 536		Publisher 220
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285221	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 221	RoleEmail 537	RoleWebsite 537		Publisher 221
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285222	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 222	RoleEmail 538	RoleWebsite 538		Publisher 222
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285223	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 223	RoleEmail 539	RoleWebsite 539		Publisher 223
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285224	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 224	RoleEmail 540	RoleWebsite 540		Publisher 224
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285225	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 225	RoleEmail 541	RoleWebsite 541		Publisher 225
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285226	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 226	RoleEmail 542	RoleWebsite 542		Publisher 226
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285227	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 227	RoleEmail 543	RoleWebsite 543		Publisher 227
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285228	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 228	RoleEmail 544	RoleWebsite 544		Publisher 228
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285229	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 229	RoleEmail 545	RoleWebsite 545		Publisher 229
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285230	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 230	RoleEmail 546	RoleWebsite 546		Publisher 230
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285231	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 231	RoleEmail 547	RoleWebsite 547		Publisher 231
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285232	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 232	RoleEmail 548	RoleWebsite 548		Publisher 232
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285233	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 233	RoleEmail 549	RoleWebsite 549		Publisher 233
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285234	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 234	RoleEmail 550	RoleWebsite 550		Publisher 234
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285235	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 235	RoleEmail 551	RoleWebsite 551		Publisher 235
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/1746358088285236	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000193	PublisherRole 236	RoleEmail 552	RoleWebsite 552		Publisher 236
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17463805354951	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001058	TACoSpokespersonRole 1			Prof. Dr. Christoph Eber	TACoSpokesperson 1
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17463805354952	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001058	TACoSpokespersonRole 2			Prof. Dr. Erik Bitzek, Prof. Dr. Peter Gumbsch, Prof. Dr. Matthias S. Müller, Prof. Dr. Achim Streit	TACoSpokesperson 2
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17463805354953	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001058	TACoSpokespersonRole 3			Prof. Dr. Harald Sack, Prof. Dr. Stefan Sandfeld	TACoSpokesperson 3
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17463805354954	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001058	TACoSpokespersonRole 4			Prof. Dr. Martina Zimmermann, Prof. Dr. Frank Mücklich	TACoSpokesperson 4
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17463805354955	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001058	TACoSpokespersonRole 5			Dr. Tilmann Hickel, Prof. Dr. Ruth Schwaiger, Prof. Dr. Philipp Slusallek	TACoSpokesperson 5
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17465361576751	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 1				IUCAgent 1
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17465361576752	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 2				IUCAgent 2
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17465361576753	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 3				IUCAgent 3
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17465361576754	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 4				IUCAgent 4
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17465361576755	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 5				IUCAgent 5
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17465361576756	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 6				IUCAgent 6
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17465361576757	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 7				IUCAgent 7
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17465361576758	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 8				IUCAgent 8
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/17465361576759	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 9				IUCAgent 9
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/174653615767510	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 10				IUCAgent 10
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/174653615767511	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 11				IUCAgent 11
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/174653615767512	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 12				IUCAgent 12
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/174653615767513	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 13				IUCAgent 13
https://nfdi.fiz-karlsruhe.de/matwerk/msekg/174653615767514	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000228	IUCRole 14				IUCAgent 14
